monitor_id,interim,comment,classification,action_category
FM26,Interim4,Diurnal profile and storm response evident. Scatter ok.,partial_good_data,partial_data_needs_review
FM27,Interim4,Diurnal profile and storm response evident. Scatter ok.,partial_good_data,partial_data_needs_review
FM28,Interim4,Data looks good.Diurnal profile is evident.Scattergraph looks good.Responsive to storm events.Sensor cleaned from ragging.,good_data,no_action_continue_monitoring
FM29,Interim4,Telemetry data downloaded.Data looks good.Responsive to storm events.Diurnal profile is evident.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM30,Interim4,No data since 29th August,bad_data,recommend_remove_or_relocate
FM31,Interim4,Small upstream catchment.Minimal DWF recorded.Responsive to storm events.Scattergraph looks good.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM32,Interim4,Poor data.Depth data is showing negative values.Responsive to some storm events.Poor scattergraph.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM33,Interim4,FM is located in spill pipe.No DWF.Some storm response,bad_data_storm_response_failed,investigate_storm_failure
FM34,Interim4,Depth data showing negative values.Responsive to storm events.Diurnal profile is evident.Wide scatter.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM35,Interim4,"Good data, depth data seems to have improved and is no longer negative. Good scatter",good_data,no_action_continue_monitoring
FM37,Interim4,Poor correlation on scatter. Some amount of diurnal profile but limited storm response. Pronounced response to most recent storm likely resultant from exceptional conditions (high tide and significant storm),bad_data_storm_response_failed,investigate_storm_failure
FM38,Interim4,Pumped flow. Some storm response on larger storms.Wide scatter.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM39,Interim4,No normal data since 28th August,partial_good_data,partial_data_needs_review
FM40,Interim4,Pumped flow.Responsive to storm events.Good scatter.Evidence of diurnal profile.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM41,Interim4,"Pumped flow, small response to storm events. Possible volume imbalance with US monitor FM38. Cleaned from ragging",bad_data,sensor_fault_or_ragging
FM42,Interim4,No data since 22nd Aug,bad_data,recommend_remove_or_relocate
FM43,Interim4,Very poor data quality. No trends evident. Notes of silt and incorrect time. ,bad_data,sensor_fault_or_ragging
FM44,Interim4,"Good data, diurnal patter and storm response evident. Evidence of surcharge in storm events. No checks completed.",good_data,no_action_continue_monitoring
FM45,Interim4,"Diurnal pattern evident, responsive to storm events. Possible surcharge",partial_good_data,partial_data_needs_review
FM47,Interim4,"Poor data quality, no flow or velocity data. Seem to be steps in depth data too. ",partial_good_data,partial_data_needs_review
FM48,Interim4,Flow and depth values very low. Evidence of diurnal profile and response to storm events. Good scatter,partial_good_data,partial_data_needs_review
FM49,Interim4,Good data and scatter graph. Dirunal profile and reponse to storm events,good_data,no_action_continue_monitoring
FM50,Interim4,No data since 20th August,bad_data,recommend_remove_or_relocate
FM51,Interim4,Good data.Sensor claned from ragging,good_data,no_action_continue_monitoring
FM54,Interim4,FM located on spill pipe.Depth showing negative values.Responsive to only few storm events.,partial_good_data,partial_data_needs_review
FM55,Interim4,Very low flows.Small upstream catchment.Minor storm response.No data after 04/09/2024.Depth showing negative values.Sensor cleared of ragging,bad_data,sensor_fault_or_ragging
FM56,Interim4,Small u/s catchment.Low flows.Few storm responses.No data after 05/09/2024,bad_data_storm_response_failed,investigate_storm_failure
FM57,Interim4,Responsive to storm events.Diurnal profile is evident.Sensor cleared of ragging.Velocity and depth data drops out from 05/09/2024.,bad_data,sensor_fault_or_ragging
FM58,Interim4,No flow(bifurcation),partial_good_data,partial_data_needs_review
FM59,Interim4,Data looks good.Responsive to rainfall events.Diurnal profile is evident.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM60,Interim4,Storm sewer.No DWF.Responsive to rainfall.Data drop out from 30/08/2024.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM61,Interim4,Poor data.High velocities and low depth value.Depth value drops below zero.Few storm responses.,partial_good_data,partial_data_needs_review
FM62,Interim4,FM in located at spill pipe.No flow.,partial_good_data,partial_data_needs_review
FM63,Interim4,Good data.Responsive to storm events.Diurnal profile is evident.No data from 04/09/2023.Sensor cleaned from ragging.,good_data,no_action_continue_monitoring
FM64,Interim4,Data looks ok.Few storm responses.Depth data drops below zero.Data drops from 04/09/2024.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM65,Interim4,Data looks ok.Responsive to storm events.Depth value drops below zero multiple times.,partial_good_data,partial_data_needs_review
FM66,Interim4,.Responsive to storm events.Velocity and depths have dropped out towards the end of flow survey.Sensor cleared from grease.,partial_good_data,partial_data_needs_review
FM67,Interim4,Poor data.Velocities and depths have dropped out towards the end of survey period.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM68,Interim4,Data looks ok.Evidence of surcharge.Depth values drops below zero.Responsive to storm events.,partial_good_data,partial_data_needs_review
FM69,Interim4,FM located on spill pipe.Data looks ok.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM70,Interim4,Poor data.High velocity and low depths.Data drops out at mutliple times.,partial_good_data,partial_data_needs_review
FM71,Interim4,Data looks good.Responsive to storm events.Diurnal profile is evident.Data drops out from 04/09/2024.,partial_good_data,partial_data_needs_review
FM72,Interim4,FM located at bifurcation.Storm responsive to heavy storms.No flow in DWF.,partial_good_data,partial_data_needs_review
FM73,Interim4,Data looks good.Responsive to storm events.Velocity drop out at the end of flow survey period(from 04/09/2024).,partial_good_data,partial_data_needs_review
FM74,Interim4,FM located at bifurcation.Low flows.Data looks ok.,partial_good_data,partial_data_needs_review
FM75,Interim4,Data looks good.Slow flow.Responsive to storm events.Diurnal profile is evident.Scattergraph looks good.Velocity drops out from 04/09/2024.,good_data,no_action_continue_monitoring
FM76,Interim4,Good data,good_data,no_action_continue_monitoring
FM77,Interim4,Good data.Responsive to storm events and evidence of diurnal profile.Data drops out from 04/09/2024,good_data,no_action_continue_monitoring
FM78,Interim4,Responsive to rainfall events.Some negative depth values.,partial_good_data,partial_data_needs_review
FM80,Interim4,Good data.,good_data,no_action_continue_monitoring
FM81,Interim4,Good data.Velocity drops out after 04/09/2024.,good_data,no_action_continue_monitoring
FM82,Interim4,Good data,good_data,no_action_continue_monitoring
FM83,Interim4,Data looks ok.Evidence of surcharge.,partial_good_data,partial_data_needs_review
FM84,Interim4,Good data.Velocity drop out after 04/09/2024.,good_data,no_action_continue_monitoring
FM85,Interim4,Poor data.Negative depth values.Minor storm response.Velocity drops out.,bad_data_storm_response_failed,investigate_storm_failure
FM86,Interim4,Low flow in DWF.Delayed storm response.No data recorded after 05/09/2024.,bad_data_storm_response_failed,investigate_storm_failure
FM87,Interim4,Poor data - depth only site due to no alternatives (unable to relocate to spill pipe due to screen),partial_good_data,partial_data_needs_review
FM88,Interim4,Data looks ok..Velocity values looks uneven.,partial_good_data,partial_data_needs_review
FM90,Interim4,Site visit required,bad_data,recommend_remove_or_relocate
FM91,Interim4,Data looks ok.Negative depth values and there is gap in velocity data.,partial_good_data,partial_data_needs_review
FM92,Interim4,Data looks ok.,partial_good_data,partial_data_needs_review
FM93,Interim4,FM located on bifurcation.Minor storm response.,bad_data_storm_response_failed,investigate_storm_failure
FM94,Interim4,Good data.,good_data,no_action_continue_monitoring
FM95,Interim4,Pumped flow.Data looks good.,partial_good_data,partial_data_needs_review
FM96,Interim4,Poor data,partial_good_data,partial_data_needs_review
FM97,Interim4,Poor data - depth only site,partial_good_data,partial_data_needs_review
FM98,Interim4,Poor data,partial_good_data,partial_data_needs_review
FM99,Interim4,Data looks good.,partial_good_data,partial_data_needs_review
FM100,Interim4,Good data .Evidence of surcharge.,good_data,no_action_continue_monitoring
FM103,Interim4,"No velocities recorded in DWF. Storm response.
Sensor Cleaned
Wide scatter.
No alternatives, on trunk, leave in for depth readings",bad_data,sensor_fault_or_ragging
FM104,Interim4,Okay,good_data,no_action_continue_monitoring
FM105,Interim4,Okay,good_data,no_action_continue_monitoring
FM106,Interim4,Okay,good_data,no_action_continue_monitoring
FM107,Interim4,Okay,good_data,no_action_continue_monitoring
FM108,Interim4,"poor velocity data due to slow flow. Storm Response.
Environmontel response: poor site with very low flows
Sensor Cleaned.
Leave in for depth readings.",bad_data,sensor_fault_or_ragging
FM110,Interim4,Okay,good_data,no_action_continue_monitoring
FM111,Interim4,Okay,good_data,no_action_continue_monitoring
FM112,Interim4,Being relocated,partial_good_data,partial_data_needs_review
FM114,Interim4,Okay,good_data,no_action_continue_monitoring
FM115,Interim4,"Data looks okay but would expect more flow, FM114 Vol (DS monitor) = 78,000, FM115 = 10,000",partial_good_data,partial_data_no_action
FM116,Interim4,Okay,good_data,no_action_continue_monitoring
FM117,Interim4,Okay,good_data,no_action_continue_monitoring
FM118,Interim4,"Velocity drops outs few times towards end of interim
sensor cleaned
Wide scatter.
Weekly cleaning - leave in for depth only.",bad_data,sensor_fault_or_ragging
FM119,Interim4,Okay,good_data,no_action_continue_monitoring
FM120,Interim4,Okay,good_data,no_action_continue_monitoring
FM121,Interim4,"Velocity looks okay but low flows, would expect more.
Wide Scatter",partial_good_data,partial_data_no_action
FM122,Interim4,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM123,Interim4,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM124,Interim4,Okay,good_data,no_action_continue_monitoring
FM125,Interim4,"No velocity data

Environmontel response: Sensor cleared from ragging and come off ring during last week site visit. Visited 04/09 and data looks better.",bad_data,sensor_fault_or_ragging
FM126,Interim4,Okay,good_data,no_action_continue_monitoring
FM127,Interim4,"Vol balance issue, being relocated as of 26/08?",partial_good_data,partial_data_needs_review
FM128,Interim4,Okay,good_data,no_action_continue_monitoring
FM129,Interim4,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM130,Interim4,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM131,Interim4,"Poor data, no velocity for most of interim
Environmontel Response: Large amount of silt upstream which silts up when cleaning. To be visited to offset.",partial_good_data,partial_data_needs_review
FM132,Interim4,Okay,good_data,no_action_continue_monitoring
FM133,Interim4,Okay,good_data,no_action_continue_monitoring
FM134,Interim4,"Random spikes in velocity
Environmontel Response: Investigating",partial_good_data,partial_data_needs_review
FM135,Interim4,"Okay. No flow data for entire interim except during storm.
Installed on high level bifurcation
Dry pipe",partial_good_data,partial_data_no_action
FM136,Interim4,"As per previous interims.
Environmontel reponse: No alts, to be removd",partial_good_data,partial_data_needs_review
FM137,Interim4,"As per previous interims.
Environmontel reponse: No alts, to be removd",partial_good_data,partial_data_needs_review
FM138,Interim4,Okay,good_data,no_action_continue_monitoring
FM139,Interim4,Okay,good_data,no_action_continue_monitoring
FM140,Interim4,Okay,good_data,no_action_continue_monitoring
FM141,Interim4,"As per previous interims.
Environmontel reponse: No alts, to be removd",partial_good_data,partial_data_needs_review
FM142,Interim4,"As per previous interims.
Environmontel reponse: No alts, to be removd",partial_good_data,partial_data_needs_review
FM143,Interim4,"Some Depth data still suspect
No response from Environmontel in query sheet.
FM to be removed.",bad_data,recommend_remove_or_relocate
FM144,Interim4,Okay,good_data,no_action_continue_monitoring
FM145,Interim4,"As per previous interims.
Environmontel reponse: No alts, to be removd",partial_good_data,partial_data_needs_review
FM146,Interim4,Okay,good_data,no_action_continue_monitoring
FM147,Interim4,Okay,good_data,no_action_continue_monitoring
FM148,Interim4,"As per previous interims.
Environmontel reponse: to be removd",partial_good_data,partial_data_needs_review
FM149,Interim4,Okay,good_data,no_action_continue_monitoring
FM150,Interim4,"As per previous interims.
Environmontel reponse: to be removd",partial_good_data,partial_data_needs_review
FM151,Interim4,Okay,good_data,no_action_continue_monitoring
FM152,Interim4,Okay,good_data,no_action_continue_monitoring
FM153,Interim4,"Data okay, velocities drop out during low flows",partial_good_data,partial_data_no_action
FM154,Interim4,Okay,good_data,no_action_continue_monitoring
FM155,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM156,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM157,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM158,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM159,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM160,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM161,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM162,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM163,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
FM164,Interim4,FM not installed,bad_data,recommend_remove_or_relocate
DM01,Interim4,Data OK,partial_good_data,partial_data_needs_review
DM02,Interim4,No data since 27/08 - site visit planned for 9th Sept,bad_data,recommend_remove_or_relocate
DM03,Interim4,Data drop out and erratic - pump operation levels changed or DM issue,partial_good_data,partial_data_needs_review
RG01,Interim4,No data received,bad_data,recommend_remove_or_relocate
RG02,Interim4,OK,good_data,no_action_continue_monitoring
RG03,Interim4,Rainfall values much smaller than other monitors,partial_good_data,partial_data_needs_review
RG04,Interim4,OK,good_data,no_action_continue_monitoring
RG05,Interim4,OK,good_data,no_action_continue_monitoring
RG06,Interim4,No data received,bad_data,recommend_remove_or_relocate
RG07,Interim4,OK,good_data,no_action_continue_monitoring
RG08,Interim4,OK,good_data,no_action_continue_monitoring
RG09,Interim4,OK,good_data,no_action_continue_monitoring
RG10,Interim4,OK,good_data,no_action_continue_monitoring
RG11,Interim4,OK,good_data,no_action_continue_monitoring
RG12,Interim4,OK,good_data,no_action_continue_monitoring
RG13,Interim4,OK,good_data,no_action_continue_monitoring
RG14,Interim4,OK,good_data,no_action_continue_monitoring
RG15,Interim4,OK,good_data,no_action_continue_monitoring
RG16,Interim4,OK,good_data,no_action_continue_monitoring
FM01,Interim5,"As per previous interim
Trickle flow
Enviromonetel Response: 2 man crew this week - manual checks to take place next week",partial_good_data,partial_data_no_action
FM02,Interim5,Okay,good_data,no_action_continue_monitoring
FM03,Interim5,"No Data

Enviromontel Response: Monitor to be swapped on site this week",bad_data,recommend_remove_or_relocate
FM04,Interim5,"Okay
Steady flow, sensor cleaned from ragging and grease. ",bad_data,sensor_fault_or_ragging
FM05,Interim5,Trickle flow. Responds during storm events. Wide scatter,partial_good_data,partial_data_no_action
FM06,Interim5,"Okay. Slow flow, sensor cleaned from ragging",bad_data,sensor_fault_or_ragging
FM09,Interim5,No Data.,bad_data,recommend_remove_or_relocate
FM10,Interim5,No Data.,bad_data,recommend_remove_or_relocate
FM11,Interim5,No Data.,bad_data,recommend_remove_or_relocate
FM13,Interim5,No Data.,bad_data,recommend_remove_or_relocate
FM14,Interim5,Very low flows due to small catchment. Response to rainfall,partial_good_data,partial_data_needs_review
FM15,Interim5,"Low flows, delayed response to rainfall?
Slow flow sensor cleaned",bad_data,sensor_fault_or_ragging
FM16,Interim5,"Negative depths. Low flows 
Fast flows, sensor cleaned",bad_data,sensor_fault_or_ragging
FM17,Interim5,"Low flows, responds to rainfall.
Slow flow, sensor cleaned from heavy ragging- see photos. 
Wide Scatter.",bad_data,sensor_fault_or_ragging
FM18,Interim5,Located on spill pipe - 1no spill evident after storm event.,partial_good_data,partial_data_needs_review
FM19,Interim5,Okay,good_data,no_action_continue_monitoring
FM20,Interim5,No Data,bad_data,recommend_remove_or_relocate
FM21,Interim5,Okay,good_data,no_action_continue_monitoring
FM22,Interim5,No velocity for majority of interim,partial_good_data,partial_data_needs_review
FM23,Interim5,"Okay
Steady flow, sensor cleaned from ragging. Sensor is offset.",bad_data,sensor_fault_or_ragging
FM24,Interim5,Okay. Minimal DWF due to small upstream area of the catchment. Responsive to storm events.Evidence of diurnal profile,partial_good_data,partial_data_no_action
FM25,Interim5,Okay,good_data,no_action_continue_monitoring
FM26,Interim5,Okay,good_data,no_action_continue_monitoring
FM27,Interim5,No Data,bad_data,recommend_remove_or_relocate
FM28,Interim5,No Data,bad_data,recommend_remove_or_relocate
FM29,Interim5,Okay,good_data,no_action_continue_monitoring
FM30,Interim5,"Okay
Slow flow, sensor cleaned",bad_data,sensor_fault_or_ragging
FM31,Interim5,Okay,good_data,no_action_continue_monitoring
FM32,Interim5,"Okay
Steady flow, installed in X pipe, sensor cleaned.",bad_data,sensor_fault_or_ragging
FM33,Interim5,Okay,good_data,no_action_continue_monitoring
FM34,Interim5,"Negative depths
Fast flows, very greasy pipe - sensor cleaned.

Enviromonetel Response: Awaiting DWCC Approval on relocations",bad_data,sensor_fault_or_ragging
FM35,Interim5,"Okay
Sensor relocated to X pipe - see site check sheet for information.",partial_good_data,partial_data_no_action
FM37,Interim5,Okay,good_data,no_action_continue_monitoring
FM38,Interim5,"Okay
Steady flow, sensor cleaned. Pipe size 400mm

Enviromonetel Response: Checks carried out please see site check sheet for interim 5",bad_data,sensor_fault_or_ragging
FM39,Interim5,"No depth data
Fast erratic flow, sensor ring blown out on arrival - refitted. Pipe size 375mm.

Enviromonetel Response: Checks carried out please see site check sheet for interim 5",partial_good_data,partial_data_needs_review
FM40,Interim5,"Okay
Fast flow conditions, sensor cleaned - data downloaded

Enviromonetel Response: Checks carried out please see site check sheet for interim 5",bad_data,sensor_fault_or_ragging
FM41,Interim5,"Okay
Steady flow, sensor cleaned. Pipe size 300mm
Enviromonetel Response: Checks carried out please see site check sheet for interim 5",bad_data,sensor_fault_or_ragging
FM42,Interim5,"Okay
Fast flows, sensor cleaned",bad_data,sensor_fault_or_ragging
FM43,Interim5,"Velocity drops out during storms

Enviromonetel Response: Please see site check sheet from interim 4 before and after sensor clean photos - evidencing poor data",partial_good_data,partial_data_needs_review
FM44,Interim5,Okay,good_data,no_action_continue_monitoring
FM45,Interim5,Velocity drops out during storms,partial_good_data,partial_data_needs_review
FM47,Interim5,"No velocity data
Slow flow, sensor and monitor swapped. Sensor installed offset.",partial_good_data,partial_data_needs_review
FM48,Interim5,Okay,good_data,no_action_continue_monitoring
FM49,Interim5,No Data,bad_data,recommend_remove_or_relocate
FM50,Interim5,No Data,bad_data,recommend_remove_or_relocate
FM51,Interim5,"Good data, none since the 9th Sept",good_data,no_action_continue_monitoring
FM54,Interim5,FM located on spill pipe.Depth showing negative values.Responsive to only few storm events.,partial_good_data,partial_data_needs_review
FM55,Interim5,Very low flows due to small upstream catchment. Some storm response but little diurnal pattern. Some depth values negative. Poor correlation.,partial_good_data,partial_data_needs_review
FM56,Interim5,No data since 6th Sept,bad_data,recommend_remove_or_relocate
FM57,Interim5,Diurnal pattern and storm reponse evident. Obvious step in readings after a previous cleaning. Good scatter. ,partial_good_data,partial_data_needs_review
FM58,Interim5,No flow data at all and no depth or velocity data since 3rd Sept,partial_good_data,partial_data_needs_review
FM59,Interim5,"Good data, diurnal profile evident and responsive to rainfall. Good scatter. Possible drift in data towards latter end and some negative depths. ",good_data,no_action_continue_monitoring
FM60,Interim5,No data since 30th Aug,bad_data,recommend_remove_or_relocate
FM61,Interim5,"Poor data, high velocities and low depths (below 0). Some storm response. No data since 9th Aug",bad_data_storm_response_failed,investigate_storm_failure
FM62,Interim5,No flow data recorded. Poor data.,partial_good_data,partial_data_needs_review
FM63,Interim5,No data since 4th Sept,bad_data,recommend_remove_or_relocate
FM64,Interim5,No data since 4th Sept,bad_data,recommend_remove_or_relocate
FM65,Interim5,No data since 4th Sept,bad_data,recommend_remove_or_relocate
FM66,Interim5,Some evidence of diurnal flow and storm response although not as clear as before (possibly due to ragging?). Scatter ok. Sensor cleaned,bad_data,sensor_fault_or_ragging
FM67,Interim5,"Large step in depth data from 3rd-10th Sept before relocation, also possibly issue with flow data in this time. Some storm response. Sensor now on x pipe. ",bad_data_storm_response_failed,investigate_storm_failure
FM68,Interim5,"Data ok, depth value drops below 0. Responsive to storm events but less evidence of diurnal profile. Evidence of some surge charge. No data since 9th Sept",bad_data,recommend_remove_or_relocate
FM69,Interim5,FM located on spill pipe.Data looks ok. Good scatter,partial_good_data,partial_data_needs_review
FM70,Interim5,"Poor data, velocity, flow and depth drop outs and depth below 0. Some evidence of diurnal profile and storm reponse. Relacted to pipe x. ",partial_good_data,partial_data_needs_review
FM71,Interim5,"Good data, diurnal profile and storm response evident. Step up in data around 20th Aug. ",good_data,no_action_continue_monitoring
FM72,Interim5,No data since 3rd Sept ,bad_data,recommend_remove_or_relocate
FM73,Interim5,Data ok. Level seems to change- sensor in wrong place? Notes suggest offset. ,partial_good_data,partial_data_needs_review
FM74,Interim5,FM on bifurcation. Negative depths. Responsive to storm events. ,partial_good_data,partial_data_needs_review
FM75,Interim5,No data since 3rd Sept,bad_data,recommend_remove_or_relocate
FM76,Interim5,Data looks good.diurnal profile is evident.Responsive to rainfall.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM77,Interim5,Good data.Responsive to storm events and evidence of diurnal profile. Good scatter,good_data,no_action_continue_monitoring
FM78,Interim5,Responsive to rainfall events.Some negative depth values. Good scatter,partial_good_data,partial_data_needs_review
FM80,Interim5,"Diurnal profile and storm response evident. Good data, good scatter. Possible step/drift in data around 23rd Aug",good_data,no_action_continue_monitoring
FM81,Interim5,Diurnal profile and storm response evident. Good scatter,partial_good_data,partial_data_needs_review
FM82,Interim5,Diurnal profile and storm response evident. Posisble data drop out and surcharge? No data since 8th Sept,bad_data_storm_response_failed,investigate_storm_failure
FM83,Interim5,"Ok data, storm response evident. Evidence of surcharge",partial_good_data,partial_data_needs_review
FM84,Interim5,"Ok data and scatter, storm response and dirunal profile mostly evident. ",partial_good_data,partial_data_needs_review
FM85,Interim5,Evidence of diurnal profile and storm response. Some negative depth values. Scatter ok. Drift in velocity data?,partial_good_data,partial_data_needs_review
FM86,Interim5,"Data ok, storm response evident but low flows in DWF. ",partial_good_data,partial_data_needs_review
FM87,Interim5,"Very low flows, storm response evident.",partial_good_data,partial_data_needs_review
FM88,Interim5,"Okay. responds to rainfall, velocity drops during storms
Slow flow, sensor heavily ragged and greased - see photos, cleaned",partial_good_data,partial_data_no_action
FM90,Interim5,"Negative depth recordings and low dwf. Flow has small response to rainfall

Trickle flow",partial_good_data,partial_data_no_action
FM91,Interim5,Okay. Negative depth on 6+5/09. Low/no dwf,partial_good_data,partial_data_no_action
FM92,Interim5,"Okay. Negative depth recorded on 7/09. Low/no dwf.

Enviromontel: Relocated to C pipe as requested.",partial_good_data,partial_data_no_action
FM93,Interim5,FM on bifurication. No flow. Depth and velocity respond to rainfall,partial_good_data,partial_data_needs_review
FM94,Interim5,good data,good_data,no_action_continue_monitoring
FM95,Interim5,Good data. Few minor velocity drops,good_data,no_action_continue_monitoring
FM96,Interim5,"Responds to rainfall, low flow during dry periods. Velocity data sporadic",partial_good_data,partial_data_needs_review
FM97,Interim5,"No velocity data after 7/09
Slow flow, cleaned from ragging",bad_data,sensor_fault_or_ragging
FM98,Interim5,"good data, no dwf

Slow flow, sensor cleaned from ragging and silt. Sensor is offset.",good_data,no_action_continue_monitoring
FM99,Interim5,"Good data, but little-no flow in dry weather",good_data,no_action_continue_monitoring
FM100,Interim5,"Good data, evidence of diurnal flow and storm response. Evidence of surcharge",good_data,no_action_continue_monitoring
FM103,Interim5,"No velocities recorded in DWF
Sensor cleaned",bad_data,sensor_fault_or_ragging
FM104,Interim5,Okay,good_data,no_action_continue_monitoring
FM105,Interim5,Okay,good_data,no_action_continue_monitoring
FM106,Interim5,Okay,good_data,no_action_continue_monitoring
FM107,Interim5,Okay,good_data,no_action_continue_monitoring
FM108,Interim5,"Poor velocity data.Steady flow, sensor cleaned from ragging and grease.",bad_data,sensor_fault_or_ragging
FM110,Interim5,Okay,good_data,no_action_continue_monitoring
FM111,Interim5,Okay.Gap in data on 29/08/2024,partial_good_data,partial_data_no_action
FM112,Interim5,To be relocated,partial_good_data,partial_data_needs_review
FM114,Interim5,Okay,good_data,no_action_continue_monitoring
FM115,Interim5,"Data looks ok.Volume imbalance issues. FM 114 Vol (DS monitor)=2,00,000, FM115=32,000",partial_good_data,partial_data_needs_review
FM116,Interim5,Okay,good_data,no_action_continue_monitoring
FM117,Interim5,Okay,good_data,no_action_continue_monitoring
FM118,Interim5,Velocity drops out at multiple times.Sensor removed cleaned and refitted offset,bad_data,recommend_remove_or_relocate
FM119,Interim5,Data looks good.,partial_good_data,partial_data_needs_review
FM120,Interim5,Okay,good_data,no_action_continue_monitoring
FM121,Interim5,Low flows.Wide scatter,partial_good_data,partial_data_needs_review
FM122,Interim5,Poor data.Negative depth values.,partial_good_data,partial_data_needs_review
FM123,Interim5,Data downloaded.Data looks ok.,partial_good_data,partial_data_needs_review
FM124,Interim5,Okay,good_data,no_action_continue_monitoring
FM125,Interim5,Poor data.Huge gaps in velocity data.,partial_good_data,partial_data_needs_review
FM126,Interim5,to be relocated,partial_good_data,partial_data_needs_review
FM127,Interim5,to be relocated,partial_good_data,partial_data_needs_review
FM128,Interim5,Good data,good_data,no_action_continue_monitoring
FM129,Interim5,Poor data,partial_good_data,partial_data_needs_review
FM130,Interim5,Sensor cleaned - data downloaded.No flows recorded in DWF.,bad_data,sensor_fault_or_ragging
FM131,Interim5,Poor data .No velocity recorded in most of the period.,partial_good_data,partial_data_needs_review
FM132,Interim5,Data looks good.,partial_good_data,partial_data_needs_review
FM133,Interim5,Okay,good_data,no_action_continue_monitoring
FM134,Interim5,Spikes in velocity data,partial_good_data,partial_data_needs_review
FM135,Interim5,FM located on high level bifurcation.No flow data exept storm events.,partial_good_data,partial_data_needs_review
FM136,Interim5,Poor data.,partial_good_data,partial_data_needs_review
FM137,Interim5,No flow in DWF.,partial_good_data,partial_data_needs_review
FM138,Interim5,Okay,good_data,no_action_continue_monitoring
FM139,Interim5,Okay,good_data,no_action_continue_monitoring
FM140,Interim5,Data looks ok.No data from 03/09/2024,bad_data,recommend_remove_or_relocate
FM141,Interim5,Negative depths,partial_good_data,partial_data_needs_review
FM142,Interim5,Negative depth data.Data improved from 30/08/2024,partial_good_data,partial_data_needs_review
FM143,Interim5,Negative depth data.,partial_good_data,partial_data_needs_review
FM144,Interim5,Okay,good_data,no_action_continue_monitoring
FM145,Interim5,FM located on storm pipe.Data drops out multiple times.Negative depth values.,partial_good_data,partial_data_needs_review
FM146,Interim5,Okay,good_data,no_action_continue_monitoring
FM147,Interim5,Okay,good_data,no_action_continue_monitoring
FM148,Interim5,As per previous interims.,partial_good_data,partial_data_needs_review
FM149,Interim5,Okay,good_data,no_action_continue_monitoring
FM150,Interim5,Poor data-low flows,partial_good_data,partial_data_needs_review
FM151,Interim5,Okay,good_data,no_action_continue_monitoring
FM152,Interim5,Negative depth values,partial_good_data,partial_data_needs_review
FM153,Interim5,Poor data.Negative depth values.,partial_good_data,partial_data_needs_review
FM154,Interim5,Okay,good_data,no_action_continue_monitoring
FM155,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM156,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM157,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM158,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM159,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM160,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM161,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM162,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM163,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
FM164,Interim5,FM not installed,bad_data,recommend_remove_or_relocate
DM01,Interim5,Data OK,partial_good_data,partial_data_needs_review
DM02,Interim5,Data OK,partial_good_data,partial_data_needs_review
RG01,Interim5,RG SWAPPED,partial_good_data,partial_data_needs_review
RG02,Interim5,Okay,good_data,no_action_continue_monitoring
RG03,Interim5,RG relocated - see sheet for details.,partial_good_data,partial_data_needs_review
RG04,Interim5,Okay,good_data,no_action_continue_monitoring
RG05,Interim5,RG SWAPPED,partial_good_data,partial_data_needs_review
RG06,Interim5,RG SWAPPED,partial_good_data,partial_data_needs_review
RG07,Interim5,Okay,good_data,no_action_continue_monitoring
